ORF	1-10 Phenanthroline monohydrate	2-Hydroxyethilhidrazine	4-Hydroxytamoxifen	Abietic acid	Actinomycin D	Agelasine E	Alamethicin	Amantadine hydrochloride	Amiodarone hydrochloride	Amphotericin B	Anisomycin	Artemisinin	Basiliskamide	Benomyl	Brefeldin A	Caffeine	Calcium ionophore A23187	Camptothecin	Caspofungin	Cerulenin	Chlorpromazine hydrochloride	cis-diamminedichloroplatinum (II) Cisplatin	Clomiphene citrate	Clotrimazole	Coniine	Cyclopiazonic acid	Cytochalasin A	Desipramine hydrochloride	Doxycycline hyclate	Dyclonine hydrochloride	Emetine dihydrochloride hydrate	Emodin	Extract 00-132	Extract 00-243	Extract 00-303C	Extract 00-89	Extract 6592	Extract 95-57	Fenpropimorph	FK506	Fluconazole	Geldanamycin	Haloperidol	Harmine hydrochloride	Hoechst 33258	Hydrogen peroxide	Hydroxyurea	Hygromycin B	Latrunculin B	LY 294002 hydrochloride	Menthol	Methanesulfonic acid methyl ester (MMS)	Mitomycin C	Neomycin B trisulfate salt hydrate	Nigericin	Nocodazole	Nystatin dihydrate	Oligomycin	Papuamide B	Parthenolide	Pentamidine isethionate	Phenylarsine oxide	Plumbagin	Radicicol	Raloxifene hydrochloride	Rapamycin	Sodium azide	Staurosporine	Stichloroside	Sulfometuron methyl	Tamoxifen	Theopalauamide	Thialysine	Trichostatin A	Trifluoroperazine dihydrochloride	Tunicamycin	U-73122	Usnic acid	Valinomycin	Verrucarin	Wortmannin
string	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c

YHR094C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNR009W	0	0	0	0	0	0	0	0	0	0	0	0	0.672175	0	0	0	0	0	0	0	0	0	0	0.506375	0	0	0	0	0	0	0	0	0	0	0	0	0.6396	0	0	0	0	0.69205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572325	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703575	0	0	0	0	0	0	0	0	0.51035
YLR390W-A	0	0	0	0	0	0.51255	0	0	0.5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.051425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666475	0.502475	0	0	0	0	0	0	0	0	0	0	0	0
YOR355W	0	0.51865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.349875	0	0	0	0	0	0	0	0	0	0	0	0	0.58615	0.665025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52245	0	0	0	0	0.555475	0	0	0	0	0	0	0	0	0	0.849275	0	0	0	0	1.532775	0	0.803825	0	0	0	0	0	0	0	0	0	0	1.905375	0
YMR144W	0	0	0	0	0	0	0	0	0	0	0	0	0.619825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.504675	0	0	0	0	0.8037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR181C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604975	0	0	0	0	0	0	0	0	0	0	0	0	0.843225	0	0	0	0	0.61465	0	0	0	0	0	0	1.505825	0	0	0.5821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8083	0	0	0	0	0	0	0	0	0	0	0	0
YGL056C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.787025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508	0	0
YLR176C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703775	0.816475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR037C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.219925	0	0	0	0	0	0	0	0	0.57465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7963	0	0	0	0	0	0	0	0	0
YOL036W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5329	0	0	0	0	0	0	0	0	0	0	0	0.59475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538825	0	0	0	0	0	0	0	0	0
YJR117W	0	0	0	0	0	0	0	0.527725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.121875	0	0	0.523075	0	0.51735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641325	0	0	0	0.583	0	0	0	0	0	0	1.178125	0	0	0	0	0	0	0	0	0
YOR188W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL133C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR172W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR079C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR019W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625075	0	0	0	0	0	0	0
YBR280C	0	0	0	0	0	0	0	0.538775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR148W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.552975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85935	0	0	0	0	0.737375	0	0	0	0	0	0	0	0	0	0	0	0	0.961725	0	0	0	0	0	0	0	0	0
YBR162W-A	0	0	0	0	0	0	0.64475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.559825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.366475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855325	0	0	0	0	0	0	0	0	0
YGR226C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR289W	1.056175	0	0	0	0.5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6296
YHL013C	0.690325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605875	0.85695	0	0	0	0	0.53345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533275	0.5841	0	0	0	0	0	0	0	0	0	0	0	0	0.667125	0	0	0	0	0	0	0	0	0
YER033C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12935	0	0	0.564025	0	0	0	0	0	0	0.527075	0	0
YPR117W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6994	0	0	0.65015	0	0	0	0	0	0	0	0	0
YBR063C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6771	0	0	0.51705	0	0	0	0	0	0	0	0	0
YFR026C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5445	0	0	0	0	0	0	0	0	0	0	0	0
YER085C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5547	0	0	0	0	0	0	0	0	0	0	0	0
YPR172W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545625	0	0	0	0	0	0	0	0	0	0	0	0
YDL040C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7043	0	0	0	0	0	0	0	0	0	0	0	0
YJR047C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525575	0	0	0	0	0	0	0	0	0	0	0	0
YHR082C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65455	0	0	0	0	0	0	0	0	0	0	0	0
YDL025C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.638025	0	0	0	0	0	0	0	0	0	0	0	0
YJR154W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56935	0	0	0	0	0	0	0	0	0	0	0	0
YCR059C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57165	0	0	0	0	0	0	0	0	0	0	0	0
YBR137W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5796	0	0	0	0	0	0	0	0	0	0	0	0
YDL188C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529975	0	0	0	0	0	0	0	0	0	0	0	0
YNL106C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7215	0	0	0	0	0	0	0	0	0	0	0	0
YBR165W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6045	0	0	0	0	0	0	0	0	0	0	0	0
YDR006C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731875	0	0	0	0	0	0	0	0	0	0	0	0
YMR077C	0	0	0	0	0	0	0	0	0	0	0	0.52775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50015	0	0	0	0.551975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9924	0	0	0	0	0	0	0	0	0	0	0	0
YMR233W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510625	0	0	0	0	0	0	0	0	0	0	0.630425	0	0	0	0	0	0	0	0	0	0	0	0
YDL237W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54615	0	0	0	0	0	0	0	0	0	0	0.50465	0	0	0	0	0	0	0	0	0	0	0	0
YFR057W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.509525	0	0	0	0	0	0	0	0	0	0	0.538525	0	0	0	0	0	0	0	0	0	0	0	0
YPL186C	0.521475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64555	0	0	0	0	0	0	0	0	0	0	0	0
YKL171W	0.56485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536075	0	0	0	0	0	0	0	0	0	0	0	0
YJR010W	0	0	0	0	0	0	0.521225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59425	0	0	0	0	0	0	0	0	0	0	0	0
YIL024C	0	0	0	0	0	0	0.618875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534575	0	0	0.513275	0	0	0	0	0	0	0	0	0
YPR109W	0	0	0	0	0	0	0.5224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6135	0	0	0.674775	0	0	0	0	0	0	0	0	0
YOL114C	0	0	0	0	0	0	0	0	0	0	0	0	0.737225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.379	0	0	0.5189	0.615175	0	0	0	0	0	0	0	0
YJR103W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9557	0	0	0	0	0	0	0	0.719925	0	0	0	0	0	0	0	0	0	0	0	0
YOR316C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615725	0	0	0	0	0	0	0	0.86765	0	0	0	0	0	0	0	0	0	0	0	0
YMR279C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.691375	0	0	0	0	0	0	0	0.92295	0	0	0	0	0	0	0	0	0	0	0	0
YIR036C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525175	0	0	0.620425	0	0	0	0	0	0	0	0.56795	0	0	0	0	0	0	0	0	0	0	0	0
YER175C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5349	0	0	0	0	0	0	0	0	0	0	0	0	0.503225	0	0	0	0	0	0	0	0.55115	0	0	0	0	0	0	0	0	0	0	0	0
YMR315W	0	0	0	0	0	0	0	0	0	0.55805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6439	0	0	0	0	0	0	0	0	0	0	0.777525	0	0	0	0	0	0	0	0.512275	0	0	0	0	0	0	0	0	0	0	0	0
YAR020C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77285	0	0	0	0	0.6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7081	0	0	0	0	0	0	0	0	0	0	1.27035	0	0	0	0.5077	0	0	0	0.6234	0	0	0	0	0	0	0	0	0	0	0	0
YFR013W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718075	0	0	0	0	0	0	0	0.698	0	0	0	0	0	0	0	1.261025	0	0	0.907925	0	0	0	0	0	0	0	0	0
YKL217W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846425	0	0	0	0	0	0	0	0.60335	0	0	0	0	0	0	0	0.629275	0	0	0	0	0	0	0	0	0	0	0	0
YPR054W	0.79555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53605	0	0	0.665475	0	0	0.59625	0	0.544725	0	0	0	0	0	0	0	0.9598	0	0	0	0	0	0	0	0	0	0	0	0
YOL112W	0	0	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94485	0	0	0	0	0	0	0	0.6381	0	0	0.735325	0	0.545475	0	0	0	0	0	0	0
YLR319C	1.074975	0	0	0	0.5465	0	0.652925	0	0	0	0	0	0	0	0	0	0	2.1378	0.8479	0.51465	0	0	0	0	0	0	0	0	0	0	0	0	2.3249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.399975	0	0	0	0	0	0	0	0	0	0.738925	0	0	0.5288	0	0	0	0	0	0	1.010675	0	1.006375
YGL003C	0	0	0	0	0	0	0.548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.209925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR117C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR058C	0	0	0	0	0	0	1.364575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.879875	0	0	0.62255	0	0	0	0	0	0.584525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69225	0	0	0	0	0	0	0	0	0	0	0	0	0.66905	0	0	0	0	0	0	0	0	0
YOL062C	0.50275	0	0	0	0	0	1.109175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507575	0	4.28075	0	0	0	0	0	0	0.7857	0	0	0.504475	0	0	0.567	0	0	0	0	0	0	0	0	0
YJR005W	0	0	0	0	0	0	0.93045	0	1.090175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.839525	0	0	0	0	0.6681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91095	0	0	0	0	0	0	0	0	0	0.714325	0	0	0.937825	0	0	0	0	0	0	0	0	0
YJL146W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL147C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBL037W	1.6464	0	0	0	0	0	0.7404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85475	0	0	0	0	0	0.721975	0	0	0	0	0	0	0	0	0	0	0	0	0.530875	0	0	0	3.33405	0	0	0	0	0	0	0	0	0	0	0	0	0.593125	0	0.647275	0	0	0	0	0	0	0
YOR030W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR352W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL149W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR036C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
