ORF	1-10 Phenanthroline monohydrate	2-Hydroxyethilhidrazine	4-Hydroxytamoxifen	Abietic acid	Actinomycin D	Agelasine E	Alamethicin	Amantadine hydrochloride	Amiodarone hydrochloride	Amphotericin B	Anisomycin	Artemisinin	Basiliskamide	Benomyl	Brefeldin A	Caffeine	Calcium ionophore A23187	Camptothecin	Caspofungin	Cerulenin	Chlorpromazine hydrochloride	cis-diamminedichloroplatinum (II) Cisplatin	Clomiphene citrate	Clotrimazole	Coniine	Cyclopiazonic acid	Cytochalasin A	Desipramine hydrochloride	Doxycycline hyclate	Dyclonine hydrochloride	Emetine dihydrochloride hydrate	Emodin	Extract 00-132	Extract 00-243	Extract 00-303C	Extract 00-89	Extract 6592	Extract 95-57	Fenpropimorph	FK506	Fluconazole	Geldanamycin	Haloperidol	Harmine hydrochloride	Hoechst 33258	Hydrogen peroxide	Hydroxyurea	Hygromycin B	Latrunculin B	LY 294002 hydrochloride	Menthol	Methanesulfonic acid methyl ester (MMS)	Mitomycin C	Neomycin B trisulfate salt hydrate	Nigericin	Nocodazole	Nystatin dihydrate	Oligomycin	Papuamide B	Parthenolide	Pentamidine isethionate	Phenylarsine oxide	Plumbagin	Radicicol	Raloxifene hydrochloride	Rapamycin	Sodium azide	Staurosporine	Stichloroside	Sulfometuron methyl	Tamoxifen	Theopalauamide	Thialysine	Trichostatin A	Trifluoroperazine dihydrochloride	Tunicamycin	U-73122	Usnic acid	Valinomycin	Verrucarin	Wortmannin
string	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c

YHR120W	0	0	0	0	0	0	0	0	0	0	0	1.5532	0	1.6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761475	0	0	0	0	0	0	0	0	0	0	0	0	0	3.529375	0	0	0	0	1.236825	0.934875	0	0	0	0	0	0	0	0	0	1.234225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.647025	0	0
YHR038W	0.9227	0	0	0	0	0	0	0	0	0	0	1.181525	0	1.194425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79295	0	0	0	0.600425	0.8813	0.768525	0	0	0	0	0	0	0	0	0	1.812375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56505	0	0	0	0
YNL081C	0	0.61315	0	0	0	0	0	0	0	0	0	0	0	1.231525	0	0	0	0	1.028925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5369	0	0.68135	0	0.66975	0.9216	0	0	0	0	0	0	0	0	0	0	1.54535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24775	0	0	0	0
YKL134C	0.665425	0	0	0	0	0	0	0	0	0	0	1.48525	0	1.24905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50885	0.5289	0	0	0	0	0	0.86605	0	0	0	0	0	0	0	0.95525	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0	0	1.98095	0.570175	0	0	0	1.204125	0	0	0	0	0	0	0	0	0	0	0	0.536125	0	0
YBR035C	0.748475	0.7568	0	0	0	0	0	0.905125	0	0	0	1.448725	0	0	0	0	0	0.5882	0	0	0	0	0	0.885575	0	0	0	0	0	0	0	0	0.7473	0	0	0	0	0	0	0	1.373675	0.637175	0.51095	0	0	1.9673	0	0	0.514725	0	0	1.628725	0	0	0	0.633325	0	0	0	0	0	0	0.808225	0.541275	0	0	0	0	0	0	0	0	0	0.61235	0	0	0	0.615125	0.691775	0	0
YOL096C	0.947125	0.904625	0	0	0	0	0.707325	1.4827	0	0	0	1.86385	0	0	0	0	0	0	0.683275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.612275	0.63765	0	0	0	0.8152	0.927125	0	0	0	0.91525	0	0	0.503375	0	0	0.640225	0	0	0.64015	0	0	0	0	0	0	0	0	0.732275	0	0	0	0.7892	0	0	0
YPL174C	0	0	0	0	0	0	0	0	0.633275	0.5072	0	0	0	0	0	0	0	0	0	0	0	0.595925	0	0	0	0	1.06745	0	0.60145	0.64475	0	0.767425	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12775	0	0	1.67695	0	0.891025	0.71055	0	0.5923	0.563	0	0	0	0	0	0.898825	0	0	0	0	0	1.5912	0	0	0.699875	0	0.561175	0	0	0	0	0	1.249475	1.092475	0	0
YJR122W	0	0.98515	0.501625	0	0	0	0	0	0.7504	0	0	1.343175	0	3.448575	0	1.8708	0	0	0	0	0	0	0.578625	0	1.207825	0	1.400175	0.510825	0	0	0	1.928325	0	0.72825	2.06335	0	0	1.30795	1.056025	0	0	1.0873	1.019275	0	0	2.467225	0.537825	0	0	0	0.9409	1.56655	0	0	0	0	0	0	0	0	0	2.3049	0	0.86485	0	0	3.449425	0	0	0	0	0	0	0	0	0	1.393025	0	0.904025	0.9054	0
YPR067W	0	0.53325	0	0	0	0	0	0	0	0	0	1.208325	0	2.4558	0	1.962825	0	0	0	0	0	0	0.686375	0	0.6332	0	0.587975	0	0	0.85045	0	1.23225	0	1.02885	1.40245	0	0	0.5406	0.710675	0	0	0.962625	0.941	0	0	2.33455	0.62765	0	0	0	1.084525	1.33495	0	0	0	0	0	0	0	0	0	1.889325	0	0.71695	0	0	1.11675	0	0	0	0	0	0	0	0	0	1.600775	0	0.920125	0	0
YLL027W	0	0	0	0	0	0	0	0	0	0	0	1.0823	0	0.76705	0	0.92025	0	0	0	0	0	0	0	0	0.5596	0	0.668475	0	0	0	0	1.436925	0	0	0.656525	0	0	0	0	0	0	0	0	0	0	0.60335	0	0	0	0	0.73065	0	0	0	0	0	0	0	0	0	0	1.316275	0	0	0	0	1.3656	0	0	0	0	0	0	0	0	0	1.027875	0	0	0	0
YLR304C	0	0	0	0	0	0	0.576625	0	0	0	0	0	0	0	0	0.806075	0	0	0	0	0	0	0	0	0.62855	0	0	0	0	0	0	0	0	0.574325	0.6619	0	0	0	0	0	0	0	0	0	0	0	0	0.624925	0	0	0.879275	0	0	0	0	0	0	0	0	0	0	1.300525	0	0	0	0	1.9063	0	0	0	0	0	0	0	0	0	1.372325	0	0.577725	0	0
YER122C	0	0	0	0	0	0.6603	0	0	0	0	0	0	0	0.5843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5556	0	0	0	0	0	0.86225	0	0	0	0	0	0	0	0	0	0	0	0	0.7536	0	0	0	0.60915	0	0	0	0	0	0	0	0	0	0	0	1.110825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR322W	0	0	0	0	0	0.8382	0	0	0	0	0	0.59185	0.759275	0.993125	0	0	0	0	0.85135	0	0	0	0	0	0	0	0	0	0	0	0	0.534775	0	0	0	0.6457	0	1.730975	0	0	0	0	0	0	0	0	0	0	0	0	1.0325	0	0	0	0.65725	0	0	0	0	0	0	0.73995	0	0	0	0	0.500225	0	0	0	0	0	0	0.795775	0	0	0	0.532075	0	0	0
YHR091C	0	0	0	0	0	0.5039	0	0	0	0	0	0.70085	0	1.49315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.004275	0	0	0	0.65575	0	1.929075	0	0	0	0	0	0	0	0	0	0	0	0	0.7166	0	0	0	0	0	0	0	0	0	0.596325	0	0	0	0	0	1.17685	0	0	0	0	0	0	0.658575	0	0	0	0	0	0	0
YLR369W	0	0	0	0	0.655725	0	0	0.8411	0	0	0	0	0.584075	1.846525	0	0	0	0	1.275275	0	0	0	0	0.990675	0.659075	0	1.3158	0.695625	0	0	0.61205	1.773675	0	0	0	1.279325	0	2.941675	0	0	0	0.553375	0	0	0	0.78065	0	0	0.9551	0	1.4171	0	0	1.25535	0.817675	0	0	0	0	0	0	0.726375	0	0	0.987775	1.1787	1.6628	0.701975	0	0	0	0	0	0	0	0	0	0	0.744725	0	0
YBR132C	0	0	0	0	0	0.6031	0	0	0	0	0	0.83735	0.953725	2.650075	0	0	0	0	0	0	0	0	0	0	0.633075	0.68045	0	0	0	0	0	1.39335	0	0	0	0	0	2.349725	0	0	0	0	0.860725	0	0	1.558375	0	0	0	0.820325	1.854075	0	0	2.144825	0	0	0	0	0	0.705575	0	0	0.5262	0	0	0.551375	1.738875	0	0	0	0	0	0	0.707425	0	0	0	0	0.859125	0	0
YJR077C	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR002W	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53275	0	0	0	0	0	0.77785	0	0	0	0	0	0	0	0	0	0	0	0.5447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9091	0	0	0	0	0	0	0	0	0	0	0	0.5238	0	0
YJL013C	0.59285	0	0	0	0	0	0	0	0	0	0	0	0	1.09825	0	0	0	0	0.7843	0	0	0	0	0	0	0	0	0	0	0	0	0.5282	0	0	0	0	0	1.120575	0	0	0	0	0	0	0	1.031	0	0	0	0	0.59215	0	0	0	0	0.56435	0	0	0	0	0	0	0	0.7359	0	0	1.30995	0	0	0	0	0	0	0	0	0	0	0	1.194625	0	0
YBR185C	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39305	0	0	0	0	0	1.2975	0	0	0	0	0	0	0	1.46105	0	0	0	0	0.662275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60705	0	0	0	0	0	0	0	0	0	0	0	0.518425	0.764725	0	0
YDL202W	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989575	0	0	0	0.645275	0	0.55155	0	0	0	0	0	0	0	0.923925	0	0	0	0	0.85605	0	0	0	0.643975	0	0	0	0	0	0	0	0	0	0	0	0.531475	0	0	0	0	0	0	0	0	0	0	0	0.527275	0	0
YOR330C	0	0	0	0	0	0	0	0	0	0	0	0	0.686375	0.864525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807175	0	0	0	0.5309	0	0.84345	0	0	0	0	0	0	0	0.7824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533	0	0	0	0	0.645225	0	0	0	0	0	0.55975	0.594125	0	0	0	0	0	0	0
YIR021W	0	0	0	0	0	0	0	0	0.5231	0	0	0.5467	0	0.862775	0	0	0	0	0	0	0	0	0	0	0	0.66995	0.708775	0	0	0	0.564875	0	0	0	0	0	0	0.804375	0	0	0	0	0	0	0	1.82095	0	0	0	0	1.1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963025	0	0	0	0	0	0	0	0	0	0	0.509925	0	0	0
YOR187W	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535175	0	0	0	0	0	0	0	0	0	0	0.502375	0	0	0	0	0	0	0	0	0	0	0.527825	0	0.82295	0.63235	0	0	0	0	0	0	0.570925	0	0	0	0	0.53495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL220W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL230W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL092W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR029C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR106W	0	0	0	0	0	0	0	0	0.57555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57825	1.6137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL254W	0.830975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729675	0	0	0	0	0	2.15375	0	0	0	0	0	0	0	0.512	0	0	0.55065	0	0	0
YMR072W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752425	0	0	0	0	0	0	0	0	0.5438	0	0	0	0	0
YKR099W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YLL024C	0.5494	0	0	0	0	0	0	0.635775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR084W	0	0	0	0	0	0	0	0	0	0	0	0	0.7271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.512075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586625	0	0	0	0	0	0	0.506875	0	0	0	0	0	0	0	0	0.639925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL240W	0	0	0	0	0	0	0.91495	0	0	0	0	0	1.29495	0	0	0	0	1.1905	0	0	0	0	0	0	0	0.6229	0.81095	0	0	0.6471	0	0	0	0	1.4366	1.49465	0	1.3479	0	0	0	0	0	0	0	1.23225	1.2827	0	0	0	1.50975	0.7409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YFR034C	0	1.0549	0	0	0	0	0	0	0	0	0	0	0.5872	0	0	0	0	0	0.521975	0	0	0	0	0	0.718825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8085	0	0	0	1.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL106C	0	1.650325	0.6525	0.71375	0	0	0	0	0	0	0	0	0	0	0	0.832075	0	0	0.859775	0	0	0	0	0	0.79355	0	1.008475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.192675	0	0	0	1.817475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52265	0	0	0	0
YNL025C	0	0.65235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7042	0	0	0	0.927	0	0.9333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL067C	0	0	0	0	0	0	0	0	0	0.5495	0	0	0	1.1455	0	1.47695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55625	0.7491	0.50265	0	0.57	1.236	0	0	1.06045	1.4975	0	0	0	0	0	0.5913	0	0.58595	0.6765	0	0	0	0	1.1872	0	0.9558	0.5978	1.1045	0	0	0	0	0	0	0	0.67665	1.2125	0	0	0	0	0	0	0.6509	1.4321
YNL076W	0	0	0	0	0	0	0	0	0	0.62105	0	0.76225	0	0	0	0.942175	0	0	0	0	0	0	0	0	0.715025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.010975	0.9712	0	0	0	0.778775	0.52385	0	0	0	0	0	0	0	0.6297	0	0	0	0	0	0	0.7628	0	0.7413	0	0	0	0	0	0	0	0.809175	0	0	0	0	0	0	0	0	0.551
YBL103C	0	0	0	0	0	0	0	0	0	0.6467	0	0	0	0	0	0.850675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8641	0.531925	0	0	0	0	0	0	0	0.769725	0.536225	0	0	0	1.313425	0	0.865	0	0	0	0.547225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822075	0	0	0	0	0	0	0.611675	0.5462	0
YGL252C	0	0	0	0	0	0	0	0	0	0.699275	0	0.968975	0	0	0	1.853975	0	0	0	0	0	0	0	0	0	0	0.764375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6979	0.755825	0	0	0	1.91175	0	1.385775	0	0	0	1.293375	0	0	0	0	0	0	0	0	0	0.507575	0.691525	0.937425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7786	0.842025
YFL001W	0	0	0	0	0	0	0	0	0	0.87035	0	0	0	0	0	0.825675	0	0	1.35885	0	0	0.714525	0	0	0	0	0.52355	0	0	0	0	0.858725	0	0	0	0	0	0.727675	0	0	0	0.514675	0	0	0	1.707725	0	0	0	0.5895	0.9804	0	0	0	0	0	0.74625	0.526525	0	0.753575	0	0	0	0.706775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5064
YJL180C	0	0	0	0	0	0	0	0	0	0.972675	0	0	0.641175	0	0	0	0	0	0.75195	0	0	0	0	0	0	0	0	0	0.52195	0	0	0.5724	1.005825	0	0	0	1.427025	0	0.597775	0	0	0	0	0	0	0.78455	0	0	0	0	0.8778	1.122275	0	0	0.97865	0	0	0	0	0	0	0.604	0.5269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989275	0	0	0
YLR420W	0	0	0	0	0	0	0	0.570625	0	0.8176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513425	0	0	0	0	0	0	0	0	0.7809	0	0	0	0.69835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6231	0.59725	0	0.990825
YKR028W	0	0	0	0	0.587025	0	0	0	1.91905	1.6924	0	0.98365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8055	0	0	0	3.095725	0	0	0	0	0	0	0	0.5407	0	0	0	0	0.5376	0	0	0	0	0	0.892225	0	0	0	0	1.2353	0	0.692725	0	0	0	0	0	0	0	0	0	0	0.6138	0	0	0	1.513625	0.855425	0	0
YBL099W	0	0	0	0	0	0	0.62615	0	0	0	0	1.015625	2.339725	2.138225	0	0.66345	0	0	0	0	0	0	0	0	0	0	0	0	2.52265	0	0.689025	0	0.738275	0	0	0	1.982075	0.98995	0	0	0	0	0	0	0	2.31305	0	0	0	0.7706	0.6703	1.311025	0	0.789925	0	0	0	0	0	0	1.903075	0	1.3867	0	0	0	0	0	0	0	0	0.768125	0	0	0	0	0	1.70045	0	0	0
YNL315C	0	0	0	0	0	0.530825	0.801025	0	0	0	0	0.9908	3.20785	2.72825	0	1.488875	0	0	0	0	0	0	0	0	0	0	0	0	1.518125	0	0	1.1107	0.846525	0	0	0	2.055225	1.802425	0	0	0	0	0	0.900225	0	2.028875	0	0	0	0	1.2425	0.9669	0	0.9733	1.26845	0	0	0	0	0	1.417675	0.609925	1.390725	0	0.713775	0.604325	0	0	0	0	0	0.629975	0	0	0	0	0	2.2851	0	0.7788	0
YDR512C	0	0	0	0	0	0	0	0	0	0	0	0.71985	1.597975	1.84635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63585	0	0	0	0	0	0	0	1.391175	1.19665	0	0	0	0	0	0	0	2.052875	0	0	0	0	0.74055	1.005975	0	0.65135	0	0	0	0	0	0	1.416875	0	1.191475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.773475	1.71785	0	0
YNR020C	0	0	0.66685	0	0	0	0	0.85465	0	0	0	1.16315	1.4737	1.1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619175	0	0	0.557175	0	0	0	0	1.3918	0	0	0	0	0	0	0	0	1.536175	0	0	0	0.615575	0.80275	0.9665	0	0	0	0	0	0	0	0.5472	1.18525	0	1.1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.786125	1.271375	0	0
YML081C-A	0	0.76635	0	0	0	0	0	0.957025	0.541925	0	0	1.410675	1.569125	1.079525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6628	0	0	0.8982	0	0	0	0	1.6213	0.7079	0	0	0	0	0	0	0	1.640075	0	0	0	0.5388	0.701625	0.785625	0	0.576475	0	0	0	0	0	0	1.527325	0	0.582925	0	0	0	0.643625	0	0	0	0	0	0	0	0	0	0	1.444	0.9188	0	0
YLR193C	0	0	0	0	0	0.5965	0	0	0	0	0	0.869025	1.05795	0.9009	0	0.51805	0	0	0	0	0	0	0	0	0	0	0	0	1.6364	0	0	0	1.122825	0	0	0	2.226325	0.645475	0	0	0	0	0	0	0.556475	1.163075	0	0	0	0	0	0	0	0	0	0.62825	0	0.843225	0	0.532525	1.11385	0	0.6437	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	2.096325	1.0078	0	0
YDL142C	1.537775	0	0	0	0	0	0	0	0	0	0	0.7113	0.88965	0	0	0	0	0	0	0.758025	0	0	0	0	0	0	0	0	2.374725	0	0	0	0	0	0	0	1.086025	0.573	0	0	0	0	0	0	0	1.6	0	0	0	0	0	1.130525	0	0	0.7106	0	0	0	0	0	1.7919	0	1.427525	0	0	0	1.2375	0	0	0	0	0	0	0	0	0	0	1.923825	1.843125	0	0
YHR100C	1.77935	0	0	0	0	0	0	0.58185	0	0.877125	0	1.5129	2.04175	1.503425	0	0	0	0	0	1.210275	0	0	0	0	0	0	0	0	2.1618	0	0.855675	0	0	0	0	0	1.8521	1.608225	1.05955	0	0	0	0.6541	0	0	1.684775	0.6907	0	0	0.7507	0	1.156675	0	0	0.636525	0	0	0	0	0.729975	1.5254	0.9785	1.1307	0	1.003975	0	0.56565	0	0	0	0	0	0	1.5308	0	0	0	2.03485	1.01995	0	0
YHR194W	0.82145	0	0	0.592875	0	0.636725	0	0.7476	1.692075	0	0	2.96925	2.74705	1.603175	0	1.61565	0	0	0	0.71295	0	0	0.70265	1.54455	0	0	0.91825	0	1.5223	0	0	0	0.5283	0	0	0	1.659075	2.091	1.178475	0	0	0	1.1562	0	0	0.67815	0	0	0	0	1.45685	2.877875	0	0	0	0	0	0.530075	0	0.963825	1.457375	0	2.512275	0	0.914	0	0.898125	0	0	0	0	0	0	0	0	0	1.080625	0.83405	0	0	0
YER093C-A	0	0	0	0	0	0	0	0	0	0	0	0.62085	1.598075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777125	0	0	0	0.5258	0	0	0	0.851875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7764	0	0	0	0.60285	0	0	0	0	0	0	1.144475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38695	1.214375	0	1.256325
YLR324W	0.983975	0	0	0	0	0	0	0	1.196075	0	0	1.39745	1.44295	0.5719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944925	1.1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523375	0	0	0	0	0	0.795675	0.5465	0	0	0	0	0	0	0	0.577475	0	0.7547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8471	1.149	0	0
YFR011C	0.71795	0	0	0	0	0	0	0	0	0	0	1.219175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568125	0	0	0	0	0	0	0	0	0.6405	0	0	0	0	0	0	0	0.878975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51275	0	0.86295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7021	0.5419	0	0
YKR016W	0.850425	0	0	0	0	0	1.208225	0	0	0	0	1.57095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1386	0	0	0	0	0	0	0	0.68815	0	0	0	0	0	0	0	0	1.6861	0	0	0	0	0	0.89625	0	0	0	0.78515	0	0	1.1633	0	1.95925	0	1.5984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2124	1.449775	0	0
YDR393W	0.87065	0	0	0	0	0	0.78035	0	0.722875	0	0	0.878125	1.101125	1.064525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539325	2.2205	0	0	0	0	0	0	0	0.554275	0.788225	0	0	0	0	0	0	0	0.518925	0	0	0.7829	0.527975	0	0	0	0	0.808175	0	0	0.839925	0	0	1.5939	0	0.64935	0	0.838825	0.802425	0.642725	0	0	0	0	0	0	0	0	0	0	0	1.315775	0	0
YLR393W	0	0	0	0	0.90455	0	0.73425	0	0	0	0	0.688925	0.645825	1.582475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667775	0	0	0	0	0	0.705525	0.76605	0	0	0	0	0	0	0.9009	0	0	0	0	0	0.625125	0	0	0	0	0	0	0	0	0.767175	0	0.9243	0	0.579625	0	0	0	0	0	0	0	0	0	0	0	0	0.6629	0.6629	0	0
YOR147W	0	0	0	0	0	0	0	0	0	0	0	0.711275	0.683675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616525	0	0	0	0	0	0	0	0	0	0.6961	0	0.7295	0	0	0	0	0.777625	0	0	0	0	0.501875	1.225925	0	0	0	0	0	0	0	0	0.998375	0	0.511525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML028W	0	2.9005	0	0	0	0	0	0	0	0	0	1.07165	0.56085	0	0	0	0	0	0	0	0	0	0	0	0.7199	0	0	0	0.55145	0	0	0	0	0	0	0	0.6565	0	0.8903	0	0	0	0.88755	0	0	3.2659	0	0	0	0	0	2.40395	0	1.2039	0	0	0	0	0	0	1.8697	0	1.30395	0	0	0	0	0	0	0	0	0	0.877	0	0	0	0	0	0	0	0
